,FIRST_ORDER_DATE,LATEST_ORDER_DATE,TENURE_IN_COMPLETE_DAYS,SERVICE_RATE_PERCENT,ORDER_COUNT_VOICE_PLATFORM,BUSINESS_PHONE_COUNT,WEEKLY_SERVICE_HOURS,TOTAL_MISTAKES_COUNT,AVG_CALL_DURATION_SECONDS,is_bad_status,GMV_LEVEL_NUM,mistakes_per_order,hours_per_tenure,zip_region,CUISINE_TYPE_chinese_american,CUISINE_TYPE_chinese_japanese,CUISINE_TYPE_japanese,CUISINE_TYPE_pizza,CUISINE_TYPE_unknown,SERVICE_TYPE_part_time,tenure_bin_medium,tenure_bin_short,tenure_bin_nan,is_short_tenure
477,2024-07-16,2025-10-05,446.0,6.99,11476.0,1.0,59.0,45.0,74.0,0,3,0.003920885248758386,0.1319910514541387,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
478,2024-07-31,2025-01-05,158.0,6.99,3032.0,2.0,70.0,28.0,91.0,1,2,0.009231783712495879,0.44025157232704404,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
479,2023-01-26,2025-10-05,983.0,6.99,21357.0,3.0,58.0,92.0,74.0,0,2,0.004307519430658302,0.05894308943089431,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
480,2024-11-15,2025-10-06,325.0,7.59,6608.0,1.0,70.0,40.0,97.0,0,2,0.006052352852171282,0.2147239263803681,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
481,2024-03-10,2025-05-26,442.0,8.0,5044.0,1.0,84.0,37.0,78.0,1,0,0.007333994053518335,0.18961625282167044,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
482,2023-08-10,2025-01-04,513.0,7.52,15953.0,1.0,63.0,43.0,74.0,1,3,0.0026952488404161966,0.122568093385214,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
483,2024-04-26,2024-10-31,188.0,7.69,3888.0,1.0,66.0,27.0,103.0,1,3,0.006942658781177681,0.3492063492063492,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
484,2024-06-05,2024-09-11,98.0,7.79,2038.0,2.0,63.0,19.0,97.0,1,2,0.009318293281020108,0.6363636363636364,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
485,2024-10-16,2025-10-06,355.0,6.99,1977.0,1.0,55.0,17.0,86.0,0,0,0.008594539939332659,0.1544943820224719,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
486,2023-10-14,2024-03-31,169.0,6.59,5166.0,2.0,63.0,31.0,86.0,1,1,0.005999612928198181,0.37058823529411766,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
487,2023-12-18,2025-05-17,516.0,6.99,3623.0,2.0,21.0,12.0,67.0,1,3,0.0033112582781456954,0.04061895551257253,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
488,2025-04-08,2025-04-30,22.0,8.69,39.0,1.0,63.0,4.0,74.0,1,0,0.1,2.739130434782609,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
489,2025-01-17,2025-10-06,262.0,6.99,1972.0,1.0,79.0,7.0,71.0,0,0,0.0035478966041561076,0.30038022813688214,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
490,2024-07-22,2024-07-24,2.0,6.99,20.0,1.0,63.0,7.0,99.0,1,0,0.3333333333333333,21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
491,2024-09-09,2024-12-26,108.0,6.99,809.0,2.0,63.0,8.0,86.0,1,1,0.009876543209876543,0.5779816513761468,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
492,2024-10-07,2025-10-06,364.0,7.99,51835.0,1.0,84.0,198.0,89.0,0,10,0.003819739177405664,0.23013698630136986,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
493,2023-11-25,2025-10-06,681.0,6.99,29641.0,1.0,68.0,85.0,73.0,0,4,0.0028675527967073748,0.09970674486803519,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
494,2023-11-27,2025-10-06,679.0,6.99,16611.0,2.0,69.0,75.0,93.0,0,1,0.004514808572116542,0.10147058823529412,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
495,2024-02-15,2025-10-05,598.0,6.99,9037.0,1.0,64.0,104.0,82.0,0,1,0.011506970568709892,0.10684474123539232,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
496,2024-02-07,2025-10-06,607.0,6.99,3518.0,2.0,68.0,22.0,87.0,0,0,0.00625177607274794,0.1118421052631579,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
497,2023-03-17,2023-09-09,176.0,8.19,2080.0,2.0,63.0,49.0,103.0,1,1,0.023546371936568958,0.3559322033898305,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
498,2025-08-23,2025-10-06,44.0,6.99,1131.0,2.0,68.0,39.0,93.0,0,2,0.03445229681978799,1.511111111111111,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
499,2025-03-10,2025-10-04,208.0,8.59,4883.0,1.0,12.0,140.0,84.0,0,3,0.028665028665028666,0.05741626794258373,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
500,2023-10-26,2025-10-06,711.0,7.79,21781.0,3.0,69.0,178.0,88.0,0,3,0.008171885042695804,0.09691011235955056,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
501,2023-09-05,2025-10-05,761.0,6.99,17489.0,2.0,61.0,27.0,68.0,0,2,0.0015437392795883361,0.08005249343832022,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
502,2025-09-03,2025-10-05,32.0,6.99,1754.0,2.0,59.0,26.0,81.0,0,7,0.014814814814814815,1.7878787878787878,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
503,2024-02-14,2025-06-29,501.0,6.99,2422.0,2.0,70.0,26.0,103.0,1,0,0.010730499380932727,0.1394422310756972,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
504,2023-10-26,2025-07-03,616.0,6.99,2238.0,1.0,63.0,15.0,79.0,1,1,0.006699419383653417,0.10210696920583469,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
505,2024-12-10,2024-12-20,10.0,6.99,27.0,1.0,63.0,2.0,90.0,1,0,0.07142857142857142,5.7272727272727275,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
506,2023-10-12,2023-11-27,46.0,7.79,1302.0,1.0,63.0,18.0,101.0,1,3,0.013814274750575594,1.3404255319148937,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
507,2024-09-20,2025-10-04,379.0,6.99,1267.0,1.0,50.0,9.0,93.0,0,0,0.007097791798107256,0.13157894736842105,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
508,2025-06-07,2025-08-22,76.0,6.99,320.0,1.0,60.0,12.0,67.0,1,0,0.037383177570093455,0.7792207792207793,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
509,2024-01-01,2024-07-21,202.0,8.19,9733.0,1.0,63.0,109.0,103.0,1,4,0.01119786316005753,0.3103448275862069,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
510,2025-05-24,2025-10-05,134.0,7.59,4659.0,2.0,65.0,21.0,90.0,0,4,0.004506437768240343,0.48148148148148145,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
511,2024-01-10,2024-03-17,67.0,7.79,1686.0,2.0,63.0,41.0,104.0,1,2,0.024303497332542976,0.9264705882352942,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
512,2025-01-16,2025-10-05,262.0,6.99,4634.0,2.0,30.0,16.0,66.0,0,1,0.003451995685005394,0.11406844106463879,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
513,2023-07-03,2025-05-02,669.0,6.99,1187.0,1.0,63.0,11.0,81.0,1,0,0.009259259259259259,0.09402985074626866,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
514,2024-08-01,2025-07-13,346.0,6.59,714.0,2.0,80.0,21.0,89.0,1,0,0.02937062937062937,0.23054755043227665,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
515,2023-12-02,2024-11-04,338.0,6.99,741.0,1.0,63.0,12.0,97.0,1,0,0.016172506738544475,0.18584070796460178,6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
516,2024-02-26,2024-03-15,18.0,7.65,281.0,1.0,63.0,3.0,103.0,1,2,0.010638297872340425,3.3157894736842106,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
517,2024-04-11,2025-10-05,542.0,7.79,20909.0,2.0,68.0,232.0,94.0,0,3,0.011095169775227164,0.1252302025782689,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
518,2023-03-19,2023-03-30,11.0,6.99,144.0,1.0,63.0,25.0,112.0,1,1,0.1724137931034483,5.25,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
519,2023-11-16,2025-10-05,689.0,6.99,25125.0,2.0,67.0,114.0,76.0,0,4,0.004537132850433814,0.09710144927536232,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
520,2023-12-08,2024-12-01,359.0,8.19,9842.0,2.0,63.0,35.0,99.0,1,2,0.0035558264756679874,0.175,4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
521,2024-02-29,2024-04-13,44.0,6.99,1700.0,1.0,63.0,28.0,75.0,1,3,0.01646090534979424,1.4,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
522,2024-11-07,2024-12-04,27.0,8.39,380.0,2.0,63.0,3.0,79.0,1,1,0.007874015748031496,2.25,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
523,2024-09-02,2025-04-20,230.0,6.99,783.0,1.0,63.0,3.0,78.0,1,0,0.003826530612244898,0.2727272727272727,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
524,2023-08-12,2025-10-05,785.0,6.99,11885.0,1.0,59.0,24.0,70.0,0,2,0.0020191822311963654,0.07506361323155217,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
525,2024-06-25,2025-10-06,468.0,6.99,7934.0,2.0,71.0,24.0,68.0,0,0,0.0030245746691871457,0.1513859275053305,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
526,2024-01-16,2025-02-07,388.0,7.59,1563.0,1.0,35.0,4.0,74.0,1,1,0.0025575447570332483,0.08997429305912596,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
527,2023-12-15,2023-12-29,14.0,6.99,137.0,2.0,63.0,4.0,114.0,1,0,0.028985507246376812,4.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
528,2024-04-25,2024-08-15,112.0,5.1,877.0,1.0,63.0,2.0,63.0,1,0,0.002277904328018223,0.5575221238938053,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
529,2024-09-10,2025-09-11,366.0,6.99,1503.0,1.0,65.0,3.0,65.0,1,0,0.0019946808510638296,0.1771117166212534,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
530,2023-12-20,2024-05-17,149.0,5.6,231.0,1.0,63.0,2.0,75.0,1,0,0.008620689655172414,0.42,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
531,2023-03-31,2025-10-06,920.0,6.99,19255.0,2.0,82.0,186.0,78.0,0,1,0.009659326963024512,0.08903365906623235,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
532,2023-12-20,2025-10-05,655.0,6.99,13709.0,1.0,59.0,40.0,73.0,0,2,0.0029175784099197666,0.0899390243902439,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
533,2023-01-17,2025-10-05,992.0,6.99,19802.0,2.0,65.0,146.0,89.0,0,1,0.007372620310054032,0.06545820745216516,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
534,2024-10-24,2025-10-05,346.0,8.59,3951.0,2.0,10.0,31.0,94.0,0,4,0.00784412955465587,0.02881844380403458,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
535,2024-07-27,2025-08-17,386.0,6.99,2379.0,1.0,71.0,25.0,78.0,1,0,0.01050420168067227,0.1834625322997416,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
536,2023-10-15,2025-10-06,722.0,6.99,15928.0,1.0,59.0,43.0,69.0,0,2,0.0026994789377864275,0.08160442600276625,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
537,2023-01-30,2025-10-06,980.0,5.1,26084.0,1.0,77.0,70.0,109.0,0,3,0.0026835345984282154,0.07849133537206932,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
538,2023-10-02,2025-10-06,735.0,6.99,21594.0,1.0,58.0,94.0,86.0,0,3,0.004352859458207918,0.07880434782608696,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
539,2024-01-17,2025-10-06,628.0,6.99,4912.0,1.0,69.0,29.0,88.0,0,0,0.005902707103602686,0.10969793322734499,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
540,2023-07-03,2025-09-13,803.0,6.99,18292.0,2.0,63.0,182.0,90.0,0,1,0.009949160881211392,0.07835820895522388,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
541,2023-02-13,2025-10-06,966.0,6.5,58029.0,2.0,65.0,125.0,70.0,0,5,0.002154058245734965,0.0672182006204757,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
542,2024-01-17,2025-10-06,628.0,6.99,19429.0,2.0,63.0,50.0,74.0,0,3,0.0025733401955738548,0.10015898251192369,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
543,2023-03-27,2025-10-06,924.0,6.99,13271.0,2.0,51.0,19.0,64.0,0,1,0.001431585292344786,0.055135135135135134,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
544,2024-11-22,2025-10-06,318.0,6.99,3868.0,1.0,65.0,13.0,81.0,0,1,0.0033600413543551306,0.20376175548589343,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
545,2024-08-10,2024-09-07,28.0,7.59,1187.0,1.0,63.0,19.0,95.0,1,3,0.015993265993265993,2.1724137931034484,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
546,2024-09-19,2024-12-15,87.0,7.69,877.0,2.0,69.0,9.0,108.0,1,1,0.010250569476082005,0.7840909090909091,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
547,2024-06-14,2025-03-20,279.0,6.99,1503.0,1.0,62.0,6.0,82.0,1,0,0.003989361702127659,0.22142857142857142,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
548,2024-05-11,2024-09-06,118.0,6.99,207.0,1.0,5.0,10.0,101.0,1,1,0.04807692307692308,0.04201680672268908,9,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
549,2025-07-17,2025-09-14,59.0,8.19,595.0,1.0,65.0,9.0,94.0,1,0,0.015100671140939598,1.0833333333333333,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
550,2024-08-14,2025-10-06,418.0,6.99,4634.0,1.0,73.0,16.0,82.0,0,0,0.003451995685005394,0.17422434367541767,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
551,2024-04-28,2024-05-10,12.0,6.99,62.0,1.0,63.0,5.0,83.0,1,0,0.07936507936507936,4.846153846153846,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
552,2024-05-24,2024-05-24,0.0,6.99,1.0,2.0,63.0,2.0,111.0,1,0,1.0,63.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
553,2023-06-03,2025-05-31,728.0,7.99,27923.0,2.0,63.0,233.0,104.0,1,3,0.00834407677983097,0.08641975308641975,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
554,2024-05-09,2025-10-06,515.0,6.99,8853.0,2.0,75.0,18.0,68.0,0,1,0.0020329794443189517,0.14534883720930233,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
555,2023-10-28,2024-02-18,113.0,7.59,3298.0,2.0,63.0,31.0,99.0,1,4,0.009396786905122764,0.5526315789473685,6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
556,2023-01-18,2025-10-02,988.0,8.19,15194.0,2.0,23.0,161.0,111.0,0,3,0.010595590654820665,0.023255813953488372,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
557,2024-02-11,2025-10-04,601.0,6.99,1277.0,1.0,67.0,26.0,102.0,0,0,0.02034428794992175,0.11129568106312292,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
558,2023-12-09,2025-03-16,463.0,6.99,12826.0,2.0,68.0,48.0,64.0,1,2,0.0037421064941139783,0.14655172413793102,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
559,2024-01-24,2025-10-06,621.0,7.59,33750.0,2.0,83.0,244.0,95.0,0,5,0.007229415424728157,0.13344051446945338,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
560,2024-09-02,2025-04-30,240.0,8.39,10283.0,3.0,63.0,69.0,91.0,1,3,0.006709451575262544,0.26141078838174275,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
561,2023-08-11,2024-05-20,283.0,6.99,2651.0,1.0,63.0,29.0,87.0,1,0,0.010935143288084464,0.22183098591549297,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
562,2025-02-02,2025-04-01,58.0,6.99,2812.0,1.0,63.0,17.0,60.0,1,4,0.006043370067543548,1.0677966101694916,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
563,2023-01-01,2024-04-22,477.0,6.99,3788.0,2.0,63.0,22.0,89.0,1,1,0.005806281340723146,0.13179916317991633,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
564,2023-05-16,2023-12-31,229.0,7.59,4111.0,1.0,63.0,47.0,107.0,1,2,0.011429961089494163,0.27391304347826084,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
565,2025-07-10,2025-10-06,88.0,7.59,1103.0,2.0,63.0,22.0,85.0,0,1,0.019927536231884056,0.7078651685393258,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
566,2025-02-17,2025-10-06,231.0,6.99,4400.0,2.0,70.0,15.0,65.0,0,1,0.0034083162917518746,0.3017241379310345,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
567,2024-02-02,2025-10-06,612.0,6.99,3151.0,1.0,72.0,13.0,87.0,0,0,0.004124365482233503,0.11745513866231648,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
568,2025-04-08,2025-04-30,22.0,6.99,179.0,2.0,63.0,10.0,72.0,1,0,0.05555555555555555,2.739130434782609,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
569,2025-09-30,2025-10-06,6.0,8.19,49.0,1.0,72.0,11.0,101.0,0,0,0.22,10.285714285714286,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
570,2023-11-05,2023-11-15,10.0,8.39,128.0,2.0,63.0,6.0,121.0,1,1,0.046511627906976744,5.7272727272727275,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
571,2024-10-24,2024-11-05,12.0,7.65,121.0,2.0,63.0,6.0,117.0,1,1,0.04918032786885246,4.846153846153846,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
572,2024-11-29,2024-11-30,1.0,7.59,62.0,2.0,63.0,27.0,74.0,1,3,0.42857142857142855,31.5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
573,2023-09-05,2023-09-05,0.0,6.99,2.0,2.0,63.0,27.0,122.0,1,0,9.0,63.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
574,2024-08-03,2024-10-27,85.0,6.99,96.0,1.0,63.0,27.0,73.0,1,0,0.27835051546391754,0.7325581395348837,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
575,2024-01-22,2024-02-15,24.0,6.99,13.0,2.0,63.0,27.0,93.0,1,0,1.9285714285714286,2.52,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
576,2024-11-07,2024-11-07,0.0,6.99,3.0,1.0,63.0,27.0,101.0,1,0,6.75,63.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
577,2023-12-19,2024-03-02,74.0,6.99,85.0,1.0,63.0,1.0,102.0,1,0,0.011627906976744186,0.84,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
578,2024-02-18,2024-02-20,2.0,6.99,13.0,2.0,63.0,1.0,147.0,1,1,0.07142857142857142,21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
579,2024-07-10,2025-10-06,453.0,6.99,7740.0,1.0,59.0,46.0,73.0,0,1,0.005942384704818499,0.1299559471365639,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
580,2023-01-24,2025-10-05,985.0,7.99,42758.0,2.0,65.0,133.0,93.0,0,4,0.0031104562782104353,0.06592292089249494,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
581,2024-01-20,2025-10-04,623.0,7.59,3585.0,2.0,15.0,26.0,92.0,0,0,0.007250418293363078,0.02403846153846154,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
582,2023-09-24,2025-10-05,742.0,7.79,13710.0,2.0,64.0,170.0,105.0,0,2,0.012398803880096274,0.08613728129205922,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
583,2024-04-01,2025-10-05,552.0,6.99,4275.0,2.0,67.0,21.0,78.0,0,0,0.004911131898971001,0.12115732368896925,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
584,2025-01-23,2025-03-30,66.0,7.99,3442.0,2.0,63.0,12.0,80.0,1,4,0.0034853325588149867,0.9402985074626866,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
585,2025-03-24,2025-10-06,196.0,6.99,3103.0,1.0,14.0,117.0,101.0,0,2,0.03769329896907216,0.07106598984771574,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
586,2023-11-25,2025-10-06,681.0,6.99,14083.0,3.0,72.0,53.0,81.0,0,2,0.0037631354728770235,0.10557184750733138,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
587,2024-03-08,2025-04-01,389.0,7.69,2504.0,2.0,5.0,28.0,101.0,1,1,0.011177644710578843,0.01282051282051282,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
588,2023-07-26,2025-10-06,803.0,6.99,24612.0,2.0,63.0,49.0,65.0,0,3,0.001990817860480234,0.07835820895522388,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
589,2023-03-03,2025-03-08,736.0,6.99,8141.0,1.0,63.0,41.0,78.0,1,1,0.0050356177843281745,0.08548168249660787,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
590,2024-01-27,2025-10-06,618.0,6.99,8831.0,2.0,66.0,17.0,59.0,0,1,0.0019248188405797102,0.10662358642972536,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
591,2023-10-08,2025-10-05,728.0,6.99,4493.0,1.0,65.0,29.0,73.0,0,0,0.006453048509123275,0.08916323731138547,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
592,2024-07-19,2025-06-30,346.0,6.99,5161.0,1.0,83.0,22.0,70.0,1,0,0.004261913986826811,0.23919308357348704,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
593,2025-05-21,2025-10-06,138.0,7.69,1404.0,2.0,76.0,22.0,85.0,0,1,0.015658362989323844,0.5467625899280576,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
594,2023-07-30,2024-05-04,279.0,7.65,2269.0,2.0,63.0,27.0,100.0,1,2,0.011894273127753305,0.225,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
595,2025-04-23,2025-10-04,164.0,7.79,1859.0,2.0,7.0,24.0,89.0,0,1,0.012903225806451613,0.04242424242424243,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
596,2024-08-22,2024-08-27,5.0,6.99,33.0,1.0,63.0,7.0,87.0,1,0,0.20588235294117646,10.5,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
597,2023-11-30,2024-03-01,92.0,8.0,492.0,2.0,63.0,8.0,73.0,1,0,0.016227180527383367,0.6774193548387096,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
598,2023-01-31,2023-04-21,80.0,6.99,2144.0,2.0,63.0,7.0,86.0,1,4,0.0032634032634032634,0.7777777777777778,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
599,2023-08-31,2024-08-28,363.0,6.99,2462.0,1.0,76.0,23.0,78.0,1,0,0.00933820544051969,0.2087912087912088,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
600,2024-02-13,2024-03-09,25.0,7.59,230.0,2.0,63.0,9.0,104.0,1,1,0.03896103896103896,2.423076923076923,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
601,2024-07-15,2024-12-07,145.0,6.99,492.0,1.0,63.0,8.0,93.0,1,0,0.016227180527383367,0.4315068493150685,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
602,2024-11-30,2025-01-04,35.0,6.99,767.0,1.0,63.0,5.0,60.0,1,1,0.006510416666666667,1.75,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
603,2025-01-22,2025-05-10,108.0,6.99,1212.0,1.0,63.0,4.0,76.0,1,0,0.0032976092333058533,0.5779816513761468,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
604,2023-11-02,2025-01-12,437.0,6.99,741.0,1.0,63.0,2.0,89.0,1,0,0.0026954177897574125,0.14383561643835616,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
