UNIQUE_CODE,FIRST_ORDER_DATE,LATEST_ORDER_DATE,TENURE_IN_COMPLETE_DAYS,STATUS,GMV_10K_LEVEL_VOICE_PLATFORM,CUISINE_TYPE,SERVICE_TYPE,SERVICE_RATE_PERCENT,ORDER_COUNT_VOICE_PLATFORM,ZIP_CODE,BUSINESS_PHONE_COUNT,WEEKLY_SERVICE_HOURS,TOTAL_MISTAKES_COUNT,AVG_CALL_DURATION_SECONDS
TEST##86291,2023-11-27,2025-10-06,679,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,16611,07201,2,69,75,93
TEST##86939,2024-02-15,2025-10-05,598,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,9037,23464,1,64,104,82
TEST##86876,2024-02-07,2025-10-06,607,active,level_0 ($0 to $9999),advanced,full_time,6.99,3518,80535,2,68,22,87
TEST##85256,2023-03-17,2023-09-09,176,canceled,level_1 ($10000 to $19999),chinese_american,part_time,8.19,2080,10462,2,,49,103
TEST##89572,2025-08-23,2025-10-06,44,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,1131,02878,2,68,39,93
TEST##89157,2025-03-10,2025-10-04,208,active,level_3 ($30000 to $39999),chinese_american,part_time,8.59,4883,10472,1,12,140,84
TEST##86296,2023-10-26,2025-10-06,711,active,level_3 ($30000 to $39999),chinese_american,full_time,7.79,21781,11570,3,69,178,88
TEST##85992,2023-09-05,2025-10-05,761,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,17489,14895,2,61,27,68
TEST##89592,2025-09-03,2025-10-05,32,active,level_7 ($70000 to $79999),chinese_american,full_time,6.99,1754,05060,2,59,26,81
TEST##86893,2024-02-14,2025-06-29,501,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,2422,33844,2,70,26,103
TEST##82777,2023-10-26,2025-07-03,616,canceled,level_1 ($10000 to $19999),chinese_american,part_time,6.99,2238,55901,1,,15,79
TEST##87968,2024-12-10,2024-12-20,10,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,27,30297,1,,2,90
TEST##86257,2023-10-12,2023-11-27,46,canceled,level_3 ($30000 to $39999),chinese_american,full_time,7.79,1302,10566,1,,18,101
TEST##87737,2024-09-20,2025-10-04,379,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,1267,85345,1,50,9,93
TEST##89299,2025-06-07,2025-08-22,76,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,320,70115,1,60,12,67
TEST##86667,2024-01-01,2024-07-21,202,suspended,level_4 ($40000 to $49999),chinese_american,full_time,8.19,9733,33004,1,,109,103
TEST##89298,2025-05-24,2025-10-05,134,active,level_4 ($40000 to $49999),chinese_american,full_time,7.59,4659,04401,2,65,21,90
TEST##86779,2024-01-10,2024-03-17,67,canceled,level_2 ($20000 to $29999),chinese_american,full_time,7.79,1686,18702,2,,41,104
TEST##89039,2025-01-16,2025-10-05,262,active,level_1 ($10000 to $19999),chinese_american,part_time,6.99,4634,45424,2,30,16,66
TEST##85718,2023-07-03,2025-05-02,669,canceled,level_0 ($0 to $9999),japanese,part_time,6.99,1187,02062,1,,11,81
TEST##87392,2024-08-01,2025-07-13,346,pause,level_0 ($0 to $9999),chinese_american,full_time,6.59,714,11208,2,80,21,89
TEST##86562,2023-12-02,2024-11-04,338,canceled,level_0 ($0 to $9999),chinese_american,part_time,6.99,741,68136,1,,12,97
TEST##86956,2024-02-26,2024-03-15,18,suspended,level_2 ($20000 to $29999),chinese_japanese,full_time,7.65,281,02035,1,,3,103
TEST##87118,2024-04-11,2025-10-05,542,active,level_3 ($30000 to $39999),chinese_american,full_time,7.79,20909,19114,2,68,232,94
TEST##85277,2023-03-19,2023-03-30,11,canceled,level_1 ($10000 to $19999),chinese_american,full_time,6.99,144,55904,1,,25,112
TEST##86253,2023-11-16,2025-10-05,689,active,level_4 ($40000 to $49999),chinese_american,full_time,6.99,25125,30094,2,67,114,76
TEST##86559,2023-12-08,2024-12-01,359,canceled,level_2 ($20000 to $29999),chinese_japanese,part_time,8.19,9842,48186,,,35,99
TEST##86952,2024-02-29,2024-04-13,44,canceled,level_3 ($30000 to $39999),chinese_american,full_time,6.99,1700,27513,1,,28,75
TEST##87863,2024-11-07,2024-12-04,27,canceled,level_1 ($10000 to $19999),chinese_american,full_time,8.39,380,30260,2,,3,79
TEST##87696,2024-09-02,2025-04-20,230,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,783,98201,1,,3,78
TEST##85897,2023-08-12,2025-10-05,785,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,11885,08360,1,59,24,70
TEST##87339,2024-06-25,2025-10-06,468,active,level_0 ($0 to $9999),advanced,full_time,6.99,7934,19132,2,71,24,68
TEST##86733,2024-01-16,2025-02-07,388,suspended,level_1 ($10000 to $19999),advanced,part_time,7.59,1563,02038,1,35,4,74
TEST##86597,2023-12-15,2023-12-29,14,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,137,11385,2,,4,114
TEST##86827,2024-04-25,2024-08-15,112,suspended,level_0 ($0 to $9999),advanced,full_time,5.1,877,92821,1,,2,63
TEST##87713,2024-09-10,2025-09-11,366,canceled,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,1503,12180,1,65,3,65
TEST##86619,2023-12-20,2024-05-17,149,canceled,level_0 ($0 to $9999),advanced,full_time,5.6,231,35007,1,,2,75
TEST##85317,2023-03-31,2025-10-06,920,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,19255,11798,2,82,186,78
TEST##86671,2023-12-20,2025-10-05,655,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,13709,18106,1,59,40,73
TEST##85057,2023-01-17,2025-10-05,992,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,19802,20016,2,65,146,89
TEST##87835,2024-10-24,2025-10-05,346,active,level_4 ($40000 to $49999),chinese_american,part_time,8.59,3951,11432,2,10,31,94
TEST##87557,2024-07-27,2025-08-17,386,canceled,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,2379,60014,1,71,25,78
TEST##85916,2023-10-15,2025-10-06,722,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,15928,49093,1,59,43,69
TEST##85108,2023-01-30,2025-10-06,980,active,level_3 ($30000 to $39999),advanced,full_time,5.1,26084,29732,1,77,70,109
TEST##86187,2023-10-02,2025-10-06,735,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,21594,95203,1,58,94,86
TEST##86832,2024-01-17,2025-10-06,628,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,4912,21113,1,69,29,88
TEST##85733,2023-07-03,2025-09-13,803,active,level_1 ($10000 to $19999),unknown,full_time,6.99,18292,36606,2,,182,90
TEST##85172,2023-02-13,2025-10-06,966,active,level_5 ($50000 to $59999),chinese_american,full_time,6.5,58029,12804,2,65,125,70
TEST##86803,2024-01-17,2025-10-06,628,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,19429,12196,2,63,50,74
TEST##85295,2023-03-27,2025-10-06,924,active,level_1 ($10000 to $19999),advanced,full_time,6.99,13271,10520,2,51,19,64
TEST##87825,2024-11-22,2025-10-06,318,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,3868,47630,1,65,13,81
TEST##87598,2024-08-10,2024-09-07,28,canceled,level_3 ($30000 to $39999),chinese_american,full_time,7.59,1187,33411,1,,19,95
TEST##87739,2024-09-19,2024-12-15,87,suspended,level_1 ($10000 to $19999),chinese_japanese,full_time,7.69,877,77379,2,69,9,108
TEST##87298,2024-06-14,2025-03-20,279,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,1503,89434,1,62,6,82
TEST##87223,2024-05-11,2024-09-06,118,suspended,level_1 ($10000 to $19999),japanese,part_time,6.99,207,90706,1,5,10,101
TEST##89378,2025-07-17,2025-09-14,59,suspended,level_0 ($0 to $9999),chinese_american,full_time,8.19,595,17522,1,65,9,94
TEST##87615,2024-08-14,2025-10-06,418,active,level_0 ($0 to $9999),japanese,full_time,6.99,4634,39232,1,73,16,82
TEST##87162,2024-04-28,2024-05-10,12,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,62,38019,1,,5,83
TEST##87239,2024-05-24,2024-05-24,0,suspended,level_0 ($0 to $9999),chinese_american,full_time,6.99,1,53081,2,,2,111
TEST##85629,2023-06-03,2025-05-31,728,canceled,level_3 ($30000 to $39999),chinese_american,full_time,7.99,27923,07107,,,233,104
TEST##87207,2024-05-09,2025-10-06,515,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,8853,33805,2,75,18,68
TEST##86209,2023-10-28,2024-02-18,113,suspended,level_4 ($40000 to $49999),chinese_american,part_time,7.59,3298,63017,2,,31,99
TEST##85051,2023-01-18,2025-10-02,988,active,level_3 ($30000 to $39999),chinese_american,part_time,8.19,15194,33179,2,23,161,111
TEST##86892,2024-02-11,2025-10-04,601,active,level_0 ($0 to $9999),japanese,full_time,6.99,1277,19713,1,67,26,102
TEST##86596,2023-12-09,2025-03-16,463,pause,level_2 ($20000 to $29999),chinese_american,full_time,6.99,12826,33702,,68,48,64
TEST##86857,2024-01-24,2025-10-06,621,active,level_5 ($50000 to $59999),chinese_american,full_time,7.59,33750,53402,2,83,244,95
TEST##87681,2024-09-02,2025-04-30,240,canceled,level_3 ($30000 to $39999),chinese_american,full_time,8.39,10283,75038,3,,69,91
TEST##85883,2023-08-11,2024-05-20,283,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,2651,39042,1,,29,87
TEST##89076,2025-02-02,2025-04-01,58,canceled,level_4 ($40000 to $49999),chinese_american,full_time,6.99,2812,45822,1,,17,60
TEST##85025,2023-01-01,2024-04-22,477,suspended,level_1 ($10000 to $19999),advanced,full_time,6.99,3788,04965,,,22,89
TEST##85556,2023-05-16,2023-12-31,229,suspended,level_2 ($20000 to $29999),chinese_american,full_time,7.59,4111,33183,1,,47,107
TEST##89367,2025-07-10,2025-10-06,88,active,level_1 ($10000 to $19999),advanced,full_time,7.59,1103,48911,2,63,22,85
TEST##89106,2025-02-17,2025-10-06,231,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,4400,32207,2,70,15,65
TEST##86855,2024-02-02,2025-10-06,612,active,level_0 ($0 to $9999),advanced,full_time,6.99,3151,72227,1,72,13,87
TEST##89226,2025-04-08,2025-04-30,22,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,179,43056,2,,10,72
TEST##89666,2025-09-30,2025-10-06,6,active,level_0 ($0 to $9999),chinese_american,full_time,8.19,49,11378,1,72,11,101
TEST##86351,2023-11-05,2023-11-15,10,canceled,level_1 ($10000 to $19999),chinese_american,full_time,8.39,128,30144,2,,6,121
TEST##87832,2024-10-24,2024-11-05,12,canceled,level_1 ($10000 to $19999),japanese,full_time,7.65,121,L4C 3C2,,,6,117
TEST##87912,2024-11-29,2024-11-30,1,canceled,level_3 ($30000 to $39999),chinese_american,full_time,7.59,62,53221,2,,,74
TEST##86017,2023-09-05,2023-09-05,0,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,2,31907,2,,,122
TEST##87561,2024-08-03,2024-10-27,85,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,96,98003,1,,,73
TEST##86781,2024-01-22,2024-02-15,24,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,13,33021,2,,,93
TEST##87079,2024-11-07,2024-11-07,0,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,3,78249,1,,,101
TEST##86576,2023-12-19,2024-03-02,74,pause,level_0 ($0 to $9999),chinese_american,full_time,6.99,85,29456,1,,1,102
TEST##86922,2024-02-18,2024-02-20,2,canceled,level_1 ($10000 to $19999),advanced,full_time,6.99,13,11366,2,,1,198
TEST##87396,2024-07-10,2025-10-06,453,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,7740,46814,1,59,46,73
TEST##85093,2023-01-24,2025-10-05,985,active,level_4 ($40000 to $49999),chinese_american,full_time,7.99,42758,47130,2,65,133,93
TEST##86808,2024-01-20,2025-10-04,623,active,level_0 ($0 to $9999),chinese_american,part_time,7.59,3585,07747,2,15,26,92
TEST##86168,2023-09-24,2025-10-05,742,active,level_2 ($20000 to $29999),chinese_american,full_time,7.79,13710,78415,2,64,170,105
TEST##87032,2024-04-01,2025-10-05,552,active,level_0 ($0 to $9999),advanced,full_time,6.99,4275,03301,2,67,21,78
TEST##89063,2025-01-23,2025-03-30,66,canceled,level_4 ($40000 to $49999),chinese_american,full_time,7.99,3442,06095,2,,12,80
TEST##89167,2025-03-24,2025-10-06,196,active,level_2 ($20000 to $29999),advanced,part_time,6.99,3103,28333,1,14,117,101
TEST##86212,2023-11-25,2025-10-06,681,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,14083,61462,3,72,53,81
TEST##87006,2024-03-08,2025-04-01,389,suspended,level_1 ($10000 to $19999),advanced,full_time,7.69,2504,08753,2,5,28,101
TEST##85782,2023-07-26,2025-10-06,803,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,24612,29316,2,63,49,65
TEST##85226,2023-03-03,2025-03-08,736,canceled,level_1 ($10000 to $19999),unknown,part_time,6.99,8141,29461,1,,41,78
TEST##86823,2024-01-27,2025-10-06,618,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,8831,46231,2,66,17,59
TEST##86232,2023-10-08,2025-10-05,728,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,4493,42025,1,65,29,73
TEST##87513,2024-07-19,2025-06-30,346,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,5161,19120,1,83,22,70
TEST##89296,2025-05-21,2025-10-06,138,active,level_1 ($10000 to $19999),chinese_japanese,full_time,7.69,1404,32821,2,76,22,85
TEST##85856,2023-07-30,2024-05-04,279,canceled,level_2 ($20000 to $29999),chinese_japanese,part_time,7.65,2269,08215,2,,27,100
TEST##89255,2025-04-23,2025-10-04,164,active,level_1 ($10000 to $19999),chinese_american,part_time,7.79,1859,06074,2,7,24,89
TEST##87656,2024-08-22,2024-08-27,5,suspended,level_0 ($0 to $9999),chinese_american,full_time,6.99,33,77388,1,,7,87
TEST##86531,2023-11-30,2024-03-01,92,suspended,level_0 ($0 to $9999),chinese_japanese,full_time,8,492,70816,2,,8,73
TEST##85118,2023-01-31,2023-04-21,80,suspended,level_4 ($40000 to $49999),chinese_american,part_time,6.99,2144,08105,2,,7,86
TEST##86027,2023-08-31,2024-08-28,363,suspended,level_0 ($0 to $9999),japanese,full_time,6.99,2462,08053,1,76,23,78
TEST##86878,2024-02-13,2024-03-09,25,canceled,level_1 ($10000 to $19999),chinese_american,part_time,7.59,230,01778,2,,9,104
TEST##87399,2024-07-15,2024-12-07,145,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,492,93455,1,,8,93
TEST##87952,2024-11-30,2025-01-04,35,canceled,level_1 ($10000 to $19999),chinese_american,full_time,6.99,767,27205,1,,5,60
TEST##89058,2025-01-22,2025-05-10,108,canceled,level_0 ($0 to $9999),chinese_american,part_time,6.99,1212,31037,1,,4,76
TEST##86273,2023-11-02,2025-01-12,437,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,741,91101,1,,2,89
TEST##85265,2023-03-18,2025-10-06,933,active,level_10 ($100000 to $109999),chinese_american,full_time,6.99,132833,21632,1,76,284,67
TEST##86235,2023-10-10,2025-10-05,726,active,level_3 ($30000 to $39999),chinese_american,full_time,7.79,25010,06010,3,68,163,100
TEST##85766,2023-07-13,2025-10-06,816,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,13141,64029,1,69,64,85
TEST##86032,2023-08-30,2024-03-20,203,canceled,level_5 ($50000 to $59999),chinese_american,part_time,7.79,6510,02895,3,,49,120
TEST##87056,2024-04-21,2025-10-06,533,active,level_0 ($0 to $9999),chinese_japanese,full_time,7.99,3597,32901,2,70,52,75
TEST##85565,2023-05-12,2025-10-06,878,active,level_4 ($40000 to $49999),chinese_american,full_time,7.79,50163,34982,2,69,186,91
TEST##87617,2024-08-17,2025-10-06,415,active,level_1 ($10000 to $19999),chinese_american,part_time,7.99,6204,29464,2,30,30,76
TEST##89262,2025-04-30,2025-06-02,33,canceled,level_3 ($30000 to $39999),chinese_japanese,full_time,7.65,907,34609,3,68,61,114
TEST##85686,2023-06-25,2025-10-06,834,active,level_7 ($70000 to $79999),chinese_american,full_time,8.19,73196,01040,1,80,357,87
TEST##87918,2024-11-23,2025-02-04,73,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,121,22305,1,,3,96
TEST##86682,2023-12-28,2025-10-05,647,active,level_1 ($10000 to $19999),advanced,full_time,6.99,9382,48103,2,64,42,79
TEST##87859,2024-11-03,2025-10-06,337,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,7279,68117,1,56,30,72
TEST##87276,2024-05-31,2024-07-31,61,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,596,37214,2,,13,78
TEST##87815,2024-10-16,2025-10-06,355,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,7081,28208,2,64,23,81
TEST##87255,2024-05-31,2024-09-30,122,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,580,11552,1,,12,106
TEST##89182,2025-03-20,2025-03-29,9,canceled,level_1 ($10000 to $19999),advanced,full_time,6.99,75,33407,1,,15,115
TEST##87368,2024-07-03,2024-07-31,28,canceled,level_1 ($10000 to $19999),chinese_american,full_time,6.99,529,06437,2,,8,68
TEST##86819,2024-01-29,2024-10-31,276,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,1472,48910,2,63,5,90
TEST##87121,2024-04-15,2024-04-20,5,canceled,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,19,30024,2,,2,87
TEST##85852,2023-07-31,2025-10-06,798,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,34082,33870,2,60,66,66
TEST##89319,2025-06-21,2025-10-06,107,active,level_1 ($10000 to $19999),chinese_american,full_time,7.79,1996,20019,2,82,71,97
TEST##87163,2024-04-25,2025-10-05,528,active,level_3 ($30000 to $39999),chinese_american,full_time,8.19,17946,21221,2,69,110,92
TEST##85059,2023-01-12,2023-05-31,139,suspended,level_1 ($10000 to $19999),advanced,full_time,7.59,2002,02135,,,28,112
TEST##87768,2024-10-01,2024-10-21,20,suspended,level_2 ($20000 to $29999),chinese_american,full_time,6.99,750,70809,2,,19,70
TEST##85199,2023-02-28,2025-10-06,951,active,level_1 ($10000 to $19999),chinese_american,full_time,6,16099,89121,1,70,302,109
TEST##85007,2023-01-25,2025-10-06,985,active,level_0 ($0 to $9999),japanese,full_time,6.99,1370,55123,1,75,21,81
TEST##85319,2023-04-13,2023-11-18,219,suspended,level_1 ($10000 to $19999),japanese,part_time,6.99,1092,44685,1,,5,99
TEST##87891,2024-11-11,2025-10-06,329,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,10232,32926,1,59,19,65
TEST##86023,2023-08-28,2025-01-02,493,canceled,level_0 ($0 to $9999),chinese_american,part_time,6.99,935,15317,1,,11,73
TEST##85887,2023-09-03,2024-03-17,196,canceled,level_1 ($10000 to $19999),chinese_american,full_time,6.99,3015,31023,1,,12,66
TEST##89336,2025-06-20,2025-10-06,108,active,level_0 ($0 to $9999),japanese,full_time,7.65,156,12304,1,61,7,94
TEST##86217,2023-10-05,2024-01-30,117,pause,level_1 ($10000 to $19999),chinese_american,full_time,6.99,957,92886,2,,8,95
TEST##87773,2024-10-05,2025-04-01,178,suspended,level_0 ($0 to $9999),advanced,full_time,5.99,576,98036,1,58,8,93
TEST##86758,2024-01-17,2024-03-02,45,suspended,level_3 ($30000 to $39999),chinese_american,full_time,7.99,1258,12603,2,,10,101
TEST##85965,2023-08-27,2025-09-30,765,suspended,level_2 ($20000 to $29999),chinese_american,full_time,6.99,12991,32259,1,61,95,86
TEST##85697,2023-06-28,2025-03-17,628,suspended,level_2 ($20000 to $29999),chinese_japanese,part_time,7.65,7091,21236,2,32,91,103
TEST##86156,2023-09-29,2025-10-05,737,active,level_7 ($70000 to $79999),chinese_american,full_time,7.59,49710,08872,2,60,197,89
TEST##86317,2023-10-29,2025-10-06,708,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,16508,07106,2,80,30,59
TEST##87909,2024-11-29,2025-10-06,311,active,level_1 ($10000 to $19999),chinese_japanese,full_time,6.99,831,83705,1,82,5,98
TEST##89237,2025-04-15,2025-10-06,174,active,level_2 ($20000 to $29999),chinese_american,full_time,7.59,4114,01475,2,79,71,95
TEST##83979,2023-02-01,2025-10-01,973,active,level_1 ($10000 to $19999),chinese_american,part_time,6.99,11568,03867,1,65,91,78
TEST##86612,2023-12-14,2025-03-08,450,canceled,level_1 ($10000 to $19999),chinese_american,part_time,7.59,5905,60565,1,,64,89
TEST##85133,2023-02-08,2025-10-06,971,active,level_3 ($30000 to $39999),chinese_american,full_time,7.59,27806,33145,2,68,329,103
TEST##87133,2024-04-13,2025-10-05,540,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,7512,60564,1,62,20,80
TEST##87697,2024-09-04,2025-03-15,192,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,1476,23434,2,,20,87
TEST##86807,2024-01-20,2025-10-05,624,active,level_0 ($0 to $9999),chinese_american,full_time,7.59,4342,53120,1,60,36,113
TEST##87051,2024-03-07,2025-10-05,577,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,5561,45504,2,20,17,78
TEST##86332,2023-11-13,2025-06-12,577,canceled,level_0 ($0 to $9999),chinese_american,full_time,8.59,138,19454,1,56,3,101
TEST##89662,2025-10-01,2025-10-06,5,active,level_2 ($20000 to $29999),chinese_american,full_time,,170,19014,2,62,10,86
TEST##86908,2024-02-21,2024-07-30,160,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,254,97230,1,,3,74
TEST##87708,2024-09-11,2025-08-28,351,suspended,level_2 ($20000 to $29999),chinese_american,full_time,7.59,7431,19076,2,70,47,95
TEST##85786,2023-07-18,2025-10-05,810,active,level_2 ($20000 to $29999),chinese_american,part_time,8.19,16355,06226,1,,106,95
TEST##85929,2023-08-22,2025-10-06,776,active,level_2 ($20000 to $29999),chinese_american,full_time,7.99,23939,07753,1,70,123,88
TEST##87123,2024-04-26,2024-10-31,188,suspended,level_1 ($10000 to $19999),chinese_japanese,full_time,7.59,1327,30269,1,66,23,118
TEST##86626,2023-12-16,2024-02-02,48,canceled,level_2 ($20000 to $29999),chinese_american,full_time,7.59,1108,30060,4,,26,149
TEST##89155,2025-03-11,2025-10-05,208,active,level_5 ($50000 to $59999),chinese_american,full_time,7.59,10203,33803,3,69,56,92
TEST##89375,2025-07-16,2025-10-06,82,active,level_2 ($20000 to $29999),chinese_american,full_time,8.39,3067,11356,2,70,167,89
TEST##89083,2025-02-06,2025-05-31,114,canceled,level_1 ($10000 to $19999),chinese_american,full_time,7.79,1448,76210,1,,10,105
TEST##85802,2023-07-26,2025-10-06,803,active,level_1 ($10000 to $19999),japanese,full_time,6.99,12125,21117,2,76,54,77
TEST##86563,2024-02-09,2025-10-05,604,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,8154,12047,1,67,98,89
TEST##85573,2023-05-24,2023-07-06,43,canceled,level_0 ($0 to $9999),japanese,full_time,7.85,228,11231,1,,8,117
TEST##89207,2025-03-29,2025-10-06,191,active,level_2 ($20000 to $29999),chinese_american,full_time,8.39,6419,10019,2,65,74,90
TEST##85567,2023-05-17,2025-10-05,872,active,level_2 ($20000 to $29999),advanced,full_time,6.99,23323,30135,2,65,103,77
TEST##89251,2025-04-21,2025-05-18,27,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,189,02122,2,,39,121
TEST##87967,2024-12-05,2025-10-06,305,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,3620,80122,2,61,12,93
TEST##86722,2024-01-03,2025-10-05,641,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,8345,87111,1,14,15,75
TEST##87138,2024-05-09,2024-09-29,143,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,401,18017,2,,4,94
TEST##86921,2024-02-12,2024-04-10,58,canceled,level_1 ($10000 to $19999),advanced,full_time,6.99,538,33610,2,,11,110
TEST##89283,2025-05-19,2025-06-03,15,suspended,level_0 ($0 to $9999),chinese_american,part_time,7.59,5,77095,2,32,3,246
TEST##89551,2025-08-16,2025-10-05,50,active,level_2 ($20000 to $29999),chinese_american,full_time,7.59,1019,60638,1,60,7,90
TEST##89186,2025-04-09,2025-10-06,180,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,1066,20171,1,72,8,75
TEST##85303,2023-03-25,2025-10-05,925,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,27066,44129,1,64,104,73
TEST##86192,2023-09-29,2025-02-08,498,suspended,level_4 ($40000 to $49999),chinese_american,part_time,6.99,14252,29466,2,11,35,72
TEST##87521,2024-07-30,2024-11-25,118,canceled,level_2 ($20000 to $29999),chinese_american,full_time,8.19,2211,23320,1,,23,96
TEST##87612,2024-08-13,2025-10-05,418,active,level_2 ($20000 to $29999),chinese_american,full_time,7.59,8740,17815,3,70,43,88
TEST##87263,2024-05-31,2025-10-05,492,active,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,4029,29410,2,66,31,77
TEST##85065,2023-01-18,2024-02-19,397,canceled,level_4 ($40000 to $49999),chinese_american,full_time,6.99,18811,46123,2,,75,75
TEST##89536,2025-08-15,2025-10-06,52,active,level_0 ($0 to $9999),japanese,full_time,6.99,295,12180,2,64,11,73
TEST##86183,2023-09-26,2025-10-05,740,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,14249,43410,2,61,35,62
TEST##87732,2024-09-17,2024-10-20,33,canceled,level_1 ($10000 to $19999),japanese,full_time,6.99,429,12822,2,,14,85
TEST##87707,2024-09-09,2024-11-27,79,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,809,08837,2,,15,84
TEST##87792,2024-10-05,2024-11-03,29,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,139,11530,2,,5,100
TEST##85922,2023-08-23,2025-03-07,562,canceled,level_2 ($20000 to $29999),chinese_american,full_time,6.99,11121,46360,1,,41,73
TEST##85178,2023-02-16,2024-12-30,683,canceled,level_3 ($30000 to $39999),chinese_american,full_time,6.99,29119,34986,2,,102,71
TEST##89398,2025-07-26,2025-10-05,71,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,1410,19121,1,70,36,78
TEST##85296,2023-03-24,2025-10-06,927,active,level_2 ($20000 to $29999),chinese_american,full_time,7.99,15365,60610,1,63,121,93
TEST##87565,2024-08-01,2025-01-31,183,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,1846,29577,2,70,15,86
TEST##85817,2023-07-29,2024-03-19,234,canceled,level_1 ($10000 to $19999),chinese_japanese,part_time,8.05,1646,02911,1,,18,113
TEST##86528,2023-11-30,2024-11-30,366,suspended,level_1 ($10000 to $19999),advanced,full_time,7.99,5223,20785,2,64,61,117
TEST##87539,2024-07-26,2024-11-22,119,suspended,level_1 ($10000 to $19999),chinese_american,full_time,6.99,2150,11735,1,68,21,89
TEST##89068,2025-02-02,2025-10-05,245,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,4221,53222,2,66,23,94
TEST##86976,2024-02-27,2025-10-05,586,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,6279,53559,1,51,19,66
TEST##85612,2023-05-31,2025-03-15,654,pause,level_2 ($20000 to $29999),chinese_american,part_time,6.99,11401,33619,2,,47,77
TEST##87115,2024-04-18,2024-06-06,49,canceled,level_1 ($10000 to $19999),chinese_american,full_time,6.99,749,63033,2,,22,78
TEST##86111,2023-10-26,2023-11-26,31,suspended,level_2 ($20000 to $29999),chinese_american,part_time,8.19,369,11417,2,,10,110
